Alimento,CDR,,,,25,800,14,150,375,10,<2300,2000,1,55,"1,1","1,4",16,"1,4",200,"2,5",80,800,-,-,5,12,75,20,,,
,Calorías,Proteína,Grasa,Carbohidratos,Fibra,Calcio (mg),Hierro (mg),Yodo (µg),Magnesio (mg),Zinc (mg),Sodio (mg),Potasio (mg),Cobre (mg),Selenio (µg),Tiamina (mg),Riboflavina (mg),Equivalentes de niacina (mg),Vitamina B6 (mg),Ácido Fólico (µg),Vitamina B12 (µg),Vitamina C (mg),Vitamina A (µg),Retinol (µg),Carotenos (µg),Vitamina D (µg),Vitamina E (mg),Vitamina K (µg),AGS,AGM,AGP,Colesterol
Nabo,"31,80","1,00","0,22","4,70","3,50","45,00","0,38","2,00","14,00","0,23","58,00","269,00","0,06","1,00","0,04","0,05","0,68","0,08","20,00","0,00","20,00","12,00","0,00","72,00","0,00","0,00","0,10","0,05","0,02","0,09","0,00"
Patata nueva,"73,60","2,30","0,11","14,80","2,10","6,40","0,43","2,60","21,00","0,34","2,70","418,00","0,09","1,50","0,11","0,05","1,70","0,31","22,00","0,00","17,00","0,17","0,00","1,00","0,00","0,05","2,10","0,03","0,00","0,06","0,00"
Patata vieja,"78,70","2,20","0,21","16,10","1,80","7,20","0,78","4,10","19,90","0,27","7,00","360,00","0,08","1,00","0,10","0,04","0,00","0,25","11,90","0,00","19,40","0,17","0,00","1,00","0,00","0,06","0,00","0,05","0,00","0,11","0,00"
Rábano,"17,30","1,10","0,14","2,10","1,60","26,00","0,44","1,20","9,40","0,19","21,00","241,00","0,03","2,00","0,03","0,03","0,52","0,06","24,00","0,00","29,00","3,80","0,00","23,00","0,00","0,00","1,30","0,03","0,02","0,06","0,00"
Remolacha,"46,10","1,60","0,10","8,40","2,60","17,00","0,91","0,40","21,00","0,36","58,00","407,00","0,08","0,62","0,02","0,04","0,32","0,05","83,00","0,00","10,00","1,80","0,00","11,00","0,00","0,05","0,20","0,02","0,01","0,05","0,00"
Tapioca,"345,00","0,58","0,20","84,90","0,40","12,00","1,00","0,00","3,00","0,12","4,00","20,00","0,07","0,80","0,00","0,10","0,15","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,05","0,03","0,00"
"Yuca, mandioca, casava","164,00","1,40","0,30","38,10","1,80","16,00","0,30","0,00","21,00","0,30","14,00","271,00","0,00","0,70","0,09","0,05","0,85","0,09","27,00","0,00","21,00","1,30","0,00","8,00","0,00","0,19","0,00","0,07","0,08","0,05","0,00"
Zanahoria,"39,80","1,30","0,20","6,90","2,60","27,20","0,47","6,50","11,20","0,28","61,00","321,00","0,05","1,30","0,06","0,05","0,77","0,14","13,90","0,00","6,50","1.455,00","0,00","8.731,00","0,00","0,55","15,00","0,04","0,00","0,12","0,00"
Remolacha en conserva,"39,10","2,30","0,10","6,40","1,70","29,00","0,80","0,10","16,00","0,50","110,00","510,00","0,03","0,90","0,01","0,01","0,70","0,04","61,00","0,00","5,00","4,50","0,00","27,00","0,00","0,05","0,20","0,00","0,00","0,09","0,00"
Zanahoria en conserva,"26,80","0,80","0,20","4,20","2,50","30,00","0,30","3,00","0,12","0,28","42,00","180,00","0,02","1,00","0,06","0,03","0,33","0,07","8,00","0,00","1,00","484,00","0,00","2.904,00","0,00","0,64","9,80","0,04","0,01","0,09","0,00"
Champiñón,"34,00","4,30","1,20","0,54","1,90","10,80","1,00","15,70","12,20","0,46","7,90","390,00","0,37","7,00","0,10","0,31","5,30","0,09","23,00","0,00","4,00","0,00","0,00","0,00","0,00","0,13","14,00","0,20","0,06","0,71","0,00"
Níscalo,"23,80","1,60","0,80","0,20","4,70","8,00","6,50","16,00","14,00","0,50","3,00","507,00","0,37","7,00","0,02","0,23","6,50","0,09","2,00","0,00","6,00","0,00","0,00","0,00","2,10","0,13","14,00","0,10","0,00","0,50","0,00"
Trufa cruda,"126,00","9,00","0,50","13,00","16,50","24,00","3,50","0,00","28,00","0,00","77,00","431,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Champiñón en conserva,"21,40","3,40","0,50","0,07","1,50","19,00","0,80","2,00","15,00","0,30","308,00","121,00","0,13","8,80","0,02","0,19","2,90","0,06","8,00","0,00","1,70","0,00","0,00","0,00","0,00","0,12","14,00","0,07","0,01","0,20","0,00"
"Hongos desecados, shiitake","344,00","9,60","0,99","68,40","11,50","11,00","1,70","0,00","132,00","7,80","13,00","1.534,00","0,00","46,10","0,30","1,30","14,10","0,97","163,00","0,00","3,50","0,00","0,00","0,00","3,90","0,00","0,00","0,23","0,32","0,15","0,00"
Alga agar cruda,"29,00","0,54","0,03","6,40","0,50","54,00","1,90","12.553,00","67,00","0,58","9,00","226,00","0,06","0,70","0,01","0,02","0,06","0,03","85,00","0,00","0,00","0,00","0,00","0,00","0,00","0,87","2,30","0,01","0,00","0,01","0,00"
Alga agar desecada,"336,00","6,20","0,30","73,20","7,70","625,00","21,40","36.000,00","770,00","5,80","102,00","1.125,00","0,61","7,40","0,01","0,22","0,20","0,30","580,00","0,00","0,00","0,00","0,00","0,00","0,00","5,00","24,40","0,06","0,03","0,10","0,00"
Alga espirulina desecada,"391,00","58,20","7,70","20,30","3,60","120,00","28,50","36.000,00","195,00","2,00","1.048,00","1.363,00","6,10","7,20","2,40","3,70","28,30","0,36","94,00","0,00","10,10","57,00","0,00","342,00","0,00","5,00","25,50","2,70","0,68","2,10","0,00"
Alga Kelp cruda,"47,60","1,70","0,56","8,30","1,30","168,00","2,90","70.000,00","121,00","1,20","233,00","89,00","0,13","0,70","0,05","0,15","1,30","0,00","180,00","0,00","3,00","11,70","0,00","70,00","0,00","0,87","66,00","0,25","0,10","0,05","0,00"
Alga Kelp desecada,"246,00","7,90","0,60","49,70","5,30","680,00","3,30","36.000,00","121,00","1,00","3.100,00","7.500,00","0,00","0,70","0,21","0,32","1,50","0,01","180,00","0,00","0,00","73,30","0,00","440,00","0,00","0,87","0,00","0,20","0,10","0,04","0,00"
Alga Laver cruda,"45,50","5,80","0,28","4,80","0,30","70,00","1,80","1.300,00","2,00","1,10","48,00","356,00","0,26","0,70","0,10","0,45","2,20","0,16","146,00","0,00","39,00","520,00","0,00","3.121,00","0,00","1,00","4,00","0,06","0,03","0,11","0,00"
Alga Laver desecada,"225,00","30,70","1,50","0,00","44,40","430,00","19,60","1.405,00","0,00","6,40","790,00","2.840,00","0,00","0,00","0,24","1,30","5,50","0,07","146,00","0,00","14,00","2.485,00","0,00","14.910,00","0,00","1,00","0,00","0,33","0,13","0,59","0,00"
Alga musgo de Irlanda cruda,"54,00","1,50","0,16","11,00","1,30","72,00","8,90","6.100,00","144,00","2,00","67,00","63,00","0,15","0,70","0,02","0,47","0,59","0,07","182,00","0,00","3,00","6,00","0,00","0,00","0,00","0,87","66,90","0,03","0,02","0,06","0,00"
Alga Spirulina cruda,"37,10","5,90","0,39","2,40","0,40","12,00","2,80","3.467,00","19,00","0,20","98,00","217,00","0,60","0,70","0,22","0,03","2,80","0,03","9,00","0,00","0,90","5,50","0,00","33,00","0,00","0,49","2,50","0,14","0,04","0,11","0,00"
Alga Wakame cruda,"53,60","3,00","0,64","8,70","0,50","150,00","2,20","3.900,00","107,00","0,38","872,00","50,00","0,28","0,70","0,06","0,23","2,20","0,00","196,00","0,00","3,00","36,00","0,00","216,00","0,00","1,00","71,70","0,13","0,06","0,22","0,00"
Alga Wakame desecada,"165,00","12,40","2,40","0,00","47,10","660,00","11,60","2.396,00","0,00","1,70","3.220,00","220,00","0,00","0,00","0,11","0,14","4,60","0,01","196,00","0,00","15,00","86,00","0,00","515,00","0,00","1,00","0,00","0,49","0,22","0,82","0,00"
Aguacate,"233,00","1,90","23,50","0,40","6,30","12,00","0,49","1,00","30,00","0,40","4,70","487,00","0,23","0,40","0,08","0,15","1,40","0,36","30,00","0,00","6,00","19,30","0,00","116,00","0,00","1,30","19,00","1,90","15,50","1,90","0,00"
Albaricoque,"41,40","0,88","0,10","8,50","1,50","16,00","0,65","0,50","11,00","0,14","2,00","279,00","0,13","1,30","0,04","0,05","0,65","0,07","5,00","0,00","6,00","26,00","0,00","156,00","0,00","0,50","3,30","0,01","0,04","0,02","0,00"
Arándano,"42,10","0,63","0,60","6,10","4,90","10,00","0,74","1,00","2,40","0,13","1,00","78,00","0,08","0,10","0,02","0,02","0,09","0,06","10,00","0,00","22,00","34,00","0,00","204,00","0,00","1,90","12,00","0,00","0,00","0,00","0,00"
Caqui,"74,20","0,63","0,30","16,00","2,50","8,00","0,37","3,00","8,00","0,04","4,00","178,00","0,02","0,60","0,02","0,03","0,28","0,10","7,00","0,00","16,00","267,00","0,00","1.600,00","0,00","0,59","2,60","0,05","0,09","0,06","0,00"
Carambola,"31,00","0,50","0,00","6,30","1,70","4,00","0,50","0,00","8,00","0,10","3,00","158,00","0,00","0,00","0,03","0,03","0,47","0,10","0,00","0,00","23,00","31,00","0,00","188,00","0,00","0,50","0,00","0,00","0,00","0,00","0,00"
Cereza,"62,10","0,88","0,31","13,30","1,30","17,00","0,35","1,20","13,00","0,09","2,70","234,00","0,10","1,20","0,04","0,04","0,33","0,05","52,00","0,00","15,00","2,80","0,00","16,50","0,00","0,13","1,50","0,07","0,08","0,09","0,00"
Chirimoya,"72,70","1,30","0,70","14,10","2,40","21,20","0,43","1,50","17,30","0,11","4,00","382,00","0,07","0,00","0,07","0,11","1,20","0,03","12,50","0,00","14,20","9,80","0,00","58,80","0,00","0,01","0,00","0,20","0,10","0,30","0,00"
Ciruela,"48,10","0,63","0,17","10,20","1,60","8,30","0,26","1,40","7,90","0,09","1,70","177,00","0,07","0,59","0,07","0,04","1,30","0,05","2,00","0,00","5,40","23,20","0,00","139,00","0,00","0,86","8,30","0,02","0,05","0,08","0,00"
Coco fresco,"384,00","4,60","36,50","4,80","9,00","20,00","2,30","1,20","39,00","0,79","35,00","379,00","0,44","10,10","0,06","0,01","1,20","0,06","30,00","0,00","2,00","0,00","0,00","0,00","0,00","0,73","0,20","31,80","2,20","0,68","0,00"
Frambuesa,"36,90","1,30","0,30","4,90","4,70","40,00","1,00","3,00","30,00","0,36","1,30","200,00","0,09","1,30","0,02","0,05","0,78","0,06","30,00","0,00","25,00","3,80","0,00","22,50","0,00","0,91","10,00","0,01","0,03","0,20","0,00"
Fresa y fresón,"32,20","0,81","0,40","5,50","1,70","21,50","0,46","2,70","13,30","0,22","1,40","161,00","0,05","1,30","0,03","0,05","0,79","0,06","61,60","0,00","54,90","3,00","0,00","18,00","0,00","0,23","5,50","0,03","0,06","0,24","0,00"
Granada,"77,20","0,69","0,60","16,10","2,30","8,00","0,50","0,00","3,00","0,23","2,50","238,00","0,12","0,60","0,05","0,02","0,30","0,20","29,00","0,00","7,00","6,70","0,00","40,00","0,00","0,55","4,60","0,08","0,09","0,13","0,00"
Grosella negra,"45,20","1,30","0,22","6,10","6,80","46,00","1,30","1,00","17,00","0,25","1,70","303,00","0,10","1,70","0,05","0,04","0,40","0,08","8,80","0,00","177,00","13,50","0,00","81,00","0,00","1,90","30,00","0,03","0,03","0,11","0,00"
Grosella roja,"32,40","1,10","0,20","4,80","3,50","29,00","0,91","1,00","13,00","0,24","1,60","257,00","0,14","1,30","0,04","0,03","0,30","0,05","11,00","0,00","36,00","4,20","0,00","25,00","0,00","0,72","11,00","0,04","0,03","0,07","0,00"
Guayaba,"41,60","0,88","0,50","5,80","5,20","17,00","0,75","0,00","13,00","0,56","4,00","290,00","0,10","0,50","0,03","0,04","1,10","0,14","14,00","0,00","273,00","122,00","0,00","733,00","0,00","1,10","2,60","0,14","0,05","0,21","0,00"
Higo,"65,30","1,30","0,50","12,90","2,00","54,00","0,60","1,50","20,00","0,24","1,30","248,00","0,08","1,60","0,05","0,05","0,64","0,11","6,70","0,00","2,70","8,00","0,00","48,00","0,00","0,89","4,70","0,09","0,10","0,21","0,00"
Kiwi,"51,80","1,00","0,80","9,10","2,10","34,10","0,37","0,33","14,90","0,16","4,00","290,00","0,13","0,60","0,02","0,04","0,60","0,12","26,80","0,00","43,10","6,20","0,00","37,30","0,00","0,93","3,30","0,10","0,10","0,40","0,00"
Lima,"17,00","0,50","0,20","1,90","2,80","13,00","0,20","1,50","8,00","0,11","2,00","82,00","0,07","0,40","0,02","0,02","0,25","0,04","10,00","0,00","44,00","1,70","0,00","10,00","0,00","0,80","0,60","0,02","0,02","0,06","0,00"
Limón,"27,70","0,69","0,30","3,20","4,70","11,00","0,45","1,50","28,00","0,11","1,90","170,00","0,13","1,00","0,05","0,02","0,27","0,06","6,30","0,00","51,00","0,57","0,00","3,40","0,00","0,80","0,20","0,04","0,01","0,09","0,00"
Litchi,"76,70","0,90","0,30","16,80","1,60","9,30","0,35","0,00","11,00","0,21","2,50","185,00","0,20","0,60","0,05","0,05","0,60","0,05","70,00","0,00","39,00","0,00","0,00","0,00","0,00","0,10","0,40","0,07","0,08","0,09","0,00"
Mandarina,"44,70","0,63","0,20","9,20","1,80","34,50","0,30","0,00","10,90","0,09","1,10","150,00","0,06","2,40","0,06","0,03","0,41","0,08","21,80","0,00","32,00","65,00","0,00","390,00","0,00","0,29","0,00","0,02","0,03","0,04","0,00"
Mango,"61,20","0,63","0,45","12,80","1,70","12,00","0,40","1,60","18,00","0,12","5,00","170,00","0,06","0,60","0,05","0,05","0,66","0,13","36,00","0,00","37,00","207,00","0,00","1.243,00","0,00","1,00","0,70","0,10","0,18","0,08","0,00"
Manzana,"54,10","0,31","0,36","11,40","2,00","5,50","0,56","1,10","5,60","0,13","1,20","120,00","0,05","1,40","0,04","0,03","0,13","0,06","5,80","0,00","12,40","3,00","0,00","18,00","0,00","0,36","3,70","0,06","0,15","0,11","0,00"
Maracuyá,"54,20","2,40","0,40","9,50","1,50","17,00","1,30","0,00","29,00","0,65","19,00","267,00","0,16","0,20","0,02","0,10","1,90","0,00","29,00","0,00","24,00","109,00","0,00","653,00","0,00","0,20","0,70","0,10","0,10","0,11","0,00"
Melocotón,"50,80","1,00","0,20","10,30","1,90","8,00","0,42","2,40","8,80","0,09","1,30","194,00","0,07","1,20","0,02","0,04","1,00","0,02","2,70","0,00","8,90","17,70","0,00","106,00","0,00","0,57","2,30","0,02","0,06","0,08","0,00"
Melón,"55,50","0,88","0,10","12,40","0,73","15,60","0,35","0,55","11,80","0,29","17,00","310,00","0,05","0,50","0,05","0,01","0,66","0,06","2,70","0,00","32,10","112,00","0,00","671,00","0,00","0,14","0,52","0,03","0,01","0,02","0,00"
Membrillo,"47,30","0,44","0,50","7,30","5,90","10,00","0,60","0,00","8,20","0,20","2,00","183,00","0,10","0,60","0,03","0,03","0,20","0,04","3,00","0,00","13,00","5,50","0,00","33,00","0,00","0,89","0,00","0,04","0,15","0,20","0,00"
Mora,"45,00","1,20","1,00","6,20","3,20","44,00","0,90","0,40","30,00","0,19","2,40","190,00","0,11","0,00","0,03","0,04","0,60","0,05","34,00","0,00","17,00","45,00","0,00","270,00","0,00","0,72","10,00","0,00","0,40","0,40","0,00"
Naranja,"45,50","0,87","0,20","8,90","2,30","41,00","0,49","2,10","15,20","0,15","1,40","165,00","0,05","1,20","0,08","0,04","0,48","0,06","38,70","0,00","50,60","33,50","0,00","201,00","0,00","0,81","3,80","0,03","0,06","0,08","0,00"
Nectarina,"49,70","0,90","0,10","10,20","2,20","7,00","0,40","3,00","10,00","0,10","1,00","170,00","0,06","1,00","0,02","0,04","0,80","0,03","9,00","0,00","37,00","8,70","0,00","52,00","0,00","0,50","3,00","0,01","0,03","0,05","0,00"
Níspero,"42,60","0,56","0,20","8,60","2,10","19,00","0,30","1,00","10,00","0,05","4,00","263,00","0,04","0,50","0,02","0,03","0,35","0,02","23,00","0,00","4,00","133,00","0,00","800,00","0,00","0,89","3,30","0,04","0,01","0,10","0,00"
Papaya,"35,00","0,50","0,09","7,10","1,90","21,00","0,42","1,00","11,00","0,16","3,00","200,00","0,03","0,60","0,03","0,04","0,41","0,03","38,00","0,00","80,00","153,00","0,00","915,00","0,00","1,10","2,60","0,03","0,03","0,02","0,00"
Pera,"49,40","0,43","0,10","10,60","2,20","9,60","0,30","2,10","8,40","0,23","2,10","116,00","0,08","0,59","0,02","0,03","0,20","0,02","3,00","0,00","5,20","2,70","0,00","16,20","0,00","0,89","4,90","0,01","0,02","0,04","0,00"
Piña,"50,80","0,44","0,40","10,40","1,90","14,50","0,41","4,30","16,90","0,13","2,10","175,00","0,06","0,55","0,08","0,03","0,39","0,08","5,00","0,00","15,00","6,10","0,00","36,80","0,00","0,13","0,10","0,00","0,10","0,10","0,00"
Plátano,"95,20","1,10","0,27","20,80","2,60","7,30","0,59","2,40","36,40","0,21","1,00","370,00","0,11","1,40","0,05","0,07","0,98","0,36","20,00","0,00","11,50","38,00","0,00","228,00","0,00","0,23","0,26","0,12","0,04","0,09","0,00"
Plátano macho o hartón,"141,00","1,30","0,37","31,90","2,30","3,00","0,60","0,00","37,00","0,14","4,00","499,00","0,00","1,50","0,05","0,05","0,69","0,30","22,00","0,00","18,40","149,00","0,00","895,00","0,00","0,14","0,00","0,14","0,03","0,07","0,00"
Pomelo,"36,70","0,63","0,15","7,40","1,60","23,00","0,17","1,30","9,60","0,07","1,10","148,00","0,04","1,00","0,05","0,02","0,37","0,03","14,00","0,00","36,00","219,00","0,00","1.313,00","0,00","0,30","0,00","0,04","0,03","0,06","0,00"
Sandia,"28,40","0,63","0,30","5,60","0,40","6,70","0,29","1,50","9,20","0,19","2,00","100,00","0,03","0,40","0,03","0,03","0,24","0,07","4,60","0,00","6,30","35,40","0,00","212,00","0,00","0,11","0,20","0,10","0,00","0,10","0,00"
"Tamarindo, pulpa","277,00","2,80","0,60","62,50","5,10","74,00","2,80","0,00","92,00","0,10","28,00","628,00","0,00","1,30","0,43","0,15","1,90","0,07","14,00","0,00","3,50","2,00","0,00","12,00","0,00","0,10","0,00","0,27","0,18","0,06","0,00"
Uva blanca,"70,30","0,72","0,16","16,10","0,80","17,00","0,60","2,00","10,00","0,20","2,00","250,00","0,13","0,10","0,05","0,03","0,37","0,11","20,00","0,00","3,00","6,60","0,00","39,50","0,00","0,94","14,60","0,05","0,01","0,05","0,00"
Uva negra,"67,10","0,72","0,16","15,50","0,40","4,00","0,30","2,00","4,00","0,60","2,00","320,00","0,13","0,10","0,04","0,02","0,37","0,16","27,00","0,00","4,00","6,60","0,00","39,50","0,00","0,70","14,60","0,05","0,01","0,05","0,00"
Albaricoque seco (orejones),"283,00","3,40","0,51","62,60","7,30","55,00","2,70","1,00","32,00","0,39","10,00","1.162,00","0,34","2,20","0,02","0,07","2,90","0,14","10,00","0,00","1,00","361,00","0,00","2.163,00","0,00","4,30","3,10","0,02","0,07","0,07","0,00"
Ciruela seca,"219,00","2,20","0,52","42,40","17,80","41,00","2,30","1,00","27,00","0,40","8,00","824,00","0,40","2,70","0,15","0,12","1,90","0,15","4,00","0,00","2,00","78,20","0,00","469,00","0,00","2,30","59,50","0,04","0,34","0,11","0,00"
Coco rallado,"633,00","5,60","62,00","6,40","13,70","23,00","3,60","3,00","90,00","0,90","28,00","660,00","0,55","3,00","0,03","0,05","2,00","0,09","9,00","0,00","1,00","0,00","0,00","0,00","0,00","1,30","0,30","53,40","3,50","1,50","0,00"
Dátil,"289,00","1,90","0,45","65,10","8,70","63,00","1,90","1,00","50,00","0,30","8,00","650,00","0,29","3,00","0,06","0,08","2,30","0,16","21,00","0,00","3,00","5,70","0,00","34,00","0,00","0,05","2,70","0,15","0,15","0,03","0,00"
Higo seco,"272,00","3,60","1,30","55,10","12,90","193,00","3,30","4,00","70,00","0,90","40,00","850,00","0,38","5,60","0,12","0,09","1,50","0,12","14,00","0,00","2,50","8,50","0,00","51,00","0,00","0,35","15,60","0,26","0,29","0,62","0,00"
Melocotón seco (orejones),"257,00","3,00","0,76","53,20","12,80","44,00","6,90","1,00","54,00","0,80","9,00","1.340,00","0,63","0,50","0,01","0,14","4,50","0,15","14,00","0,00","17,00","83,30","0,00","500,00","0,00","0,19","15,70","0,08","0,28","0,37","0,00"
Pasa,"305,00","2,50","0,50","69,30","6,50","80,00","2,30","2,00","41,00","0,25","21,00","782,00","0,37","7,30","0,12","0,06","0,68","0,25","10,00","0,00","1,00","5,00","0,00","30,00","0,00","0,12","3,50","0,16","0,14","0,14","0,00"
Almendra con cascara,"610,00","18,70","54,10","5,40","13,50","252,00","4,10","2,00","270,00","3,20","14,00","835,00","0,85","3,50","0,22","0,62","5,50","0,16","45,00","0,00","0,00","20,00","0,00","120,00","0,00","26,20","3,00","4,10","33,10","12,90","0,00"
Almendra frita salada sin cascara,"618,00","19,00","55,20","3,80","15,00","250,00","4,20","1,00","250,00","3,20","400,00","800,00","0,96","4,40","0,23","0,75","5,30","0,08","45,00","0,00","0,00","0,17","0,00","1,00","0,00","26,20","0,00","4,20","34,80","13,50","0,00"
Almendra sin cascara,"610,00","18,70","54,10","5,40","13,50","252,00","4,10","2,00","270,00","3,20","14,00","835,00","0,85","3,50","0,22","0,62","5,50","0,16","45,00","0,00","0,00","20,00","0,00","120,00","0,00","26,20","0,00","4,10","33,10","12,90","0,00"
Almendra tostada sin cascara,"633,00","22,90","52,90","9,70","13,40","240,00","3,10","2,00","270,00","3,30","14,00","790,00","4,40","1,20","0,13","0,57","5,90","0,09","36,00","0,00","0,00","1,00","0,00","6,00","0,00","26,30","0,00","4,00","33,70","12,60","0,00"
Anacardo,"578,00","17,50","42,20","30,50","2,90","31,00","2,80","10,00","267,00","2,10","14,00","552,00","3,70","19,90","0,63","0,26","7,00","0,42","25,00","0,00","0,50","10,00","0,00","60,00","0,00","0,78","26,00","8,80","24,60","7,40","0,00"
Avellana con cascara,"661,00","12,00","61,60","10,50","8,20","226,00","3,80","1,50","156,00","2,10","6,00","636,00","1,30","4,50","0,39","0,21","3,80","0,59","71,00","0,00","3,00","4,80","0,00","29,00","0,00","26,20","9,00","4,10","45,90","8,60","0,00"
Avellana sin cascara,"661,00","12,00","61,60","10,50","8,20","226,00","3,80","1,50","156,00","2,10","6,00","636,00","1,30","4,50","0,39","0,21","3,80","0,59","71,00","0,00","3,00","4,80","0,00","29,00","0,00","26,20","9,00","4,10","45,90","8,60","0,00"
Cacahuete con cascara,"563,00","25,20","46,00","7,90","8,10","60,00","2,50","13,00","210,00","3,50","2,00","670,00","0,76","7,20","0,90","0,16","18,40","0,44","110,00","0,00","0,00","0,33","0,00","2,00","0,00","10,90","2,00","8,70","22,00","13,20","0,00"
Cacahuete frito salado sin cascara,"627,00","24,50","53,00","8,90","8,40","37,00","1,30","19,00","180,00","2,90","400,00","810,00","0,54","4,00","0,18","0,10","17,50","0,30","52,00","0,00","0,00","0,00","0,00","0,00","0,00","7,40","26,00","9,50","24,20","16,50","0,00"
Cacahuete sin cascara,"563,00","25,20","46,00","7,90","8,10","60,00","2,50","13,00","210,00","3,50","2,00","670,00","0,76","7,20","0,90","0,16","18,40","0,44","110,00","0,00","0,00","0,33","0,00","2,00","0,00","10,90","26,00","8,70","22,00","13,20","0,00"
Cacahuete tostado y salado sin cascara,"615,00","23,90","49,70","14,00","8,00","54,00","2,30","13,00","176,00","3,30","813,00","658,00","0,67","7,50","0,44","0,10","17,30","0,26","145,00","0,00","0,00","0,00","0,00","0,00","0,00","7,80","0,00","6,90","24,60","15,70","0,00"
Castaña,"190,00","2,70","2,20","36,50","6,70","36,50","1,60","0,02","34,30","2,40","11,00","500,00","0,23","1,80","0,18","0,23","0,95","0,32","12,40","0,00","17,20","4,00","0,00","24,00","0,00","1,20","11,20","0,40","0,60","0,60","0,00"
Castaña asada,"237,00","4,00","5,30","39,70","7,10","47,00","1,10","0,02","39,00","0,60","11,00","592,00","0,51","1,20","0,18","0,10","1,30","0,30","7,50","0,00","0,00","2,30","0,00","14,00","0,00","1,40","11,20","3,20","0,60","1,30","0,00"
Chufa,"443,00","6,10","23,70","42,50","17,40","70,00","3,40","0,00","87,00","4,20","38,00","519,00","0,00","0,00","0,23","0,10","1,10","0,33","141,00","0,00","6,00","0,00","0,00","0,00","0,00","10,00","0,00","4,00","16,50","2,20","0,00"
Nueces de macadamia sin cascara,"744,00","7,90","75,80","4,80","5,30","47,00","1,60","0,00","100,00","1,10","280,00","300,00","0,00","7,00","0,28","0,06","1,60","0,28","0,00","0,00","1,20","0,00","0,00","0,00","0,00","1,50","0,00","6,40","9,20","40,20","0,00"
Nueces pecanas sin cascara,"732,00","9,30","73,80","2,90","9,50","69,70","2,60","2,00","125,00","4,70","0,67","409,00","0,00","5,20","0,53","0,12","1,20","0,20","17,70","0,00","0,00","0,90","4,80","0,00","29,00","0,00","0,00","6,80","41,70","21,80","0,00"
Nuez con cascara,"649,00","14,40","62,50","4,40","5,80","87,10","2,80","2,10","121,00","2,70","2,40","544,00","0,88","5,50","0,34","0,12","3,60","0,87","77,00","0,00","2,60","4,50","0,00","27,20","0,00","3,50","2,00","6,80","10,90","41,70","0,00"
Nuez sin cascara,"649,00","14,40","62,50","4,40","5,80","87,10","2,80","2,10","121,00","2,70","2,40","544,00","0,88","5,50","0,34","0,12","3,60","0,87","77,00","0,00","2,60","4,50","0,00","27,20","0,00","3,50","2,00","6,80","10,90","41,70","0,00"
Piñón con cascara,"706,00","14,00","68,60","3,90","8,50","11,00","5,60","0,00","270,00","6,50","1,00","780,00","1,30","0,00","0,73","0,19","6,80","0,11","58,00","0,00","2,00","1,70","0,00","10,00","0,00","13,70","2,00","4,60","19,90","41,20","0,00"
Piñón sin cascara,"706,00","14,00","68,60","3,90","8,50","11,00","5,60","0,00","270,00","6,50","1,00","780,00","1,30","0,00","0,73","0,19","6,80","0,11","58,00","0,00","2,00","1,70","0,00","10,00","0,00","13,70","2,00","4,60","19,90","41,20","0,00"
Pipa de girasol pelada con sal,"640,00","17,30","56,80","9,10","11,50","57,00","6,80","0,00","129,00","5,30","613,00","491,00","1,80","62,20","0,33","0,29","8,20","0,81","238,00","0,00","1,40","0,00","0,00","0,00","0,00","37,80","2,70","6,00","10,80","37,50","0,00"
Pipa de girasol pelada sin sal,"652,00","17,30","56,80","12,20","11,50","57,00","6,80","0,00","129,00","5,30","3,00","491,00","1,80","62,20","0,33","0,29","8,20","0,81","238,00","0,00","1,40","0,00","0,00","0,00","0,00","37,80","2,70","6,00","10,80","37,50","0,00"
Pipa de girasol sin sal,"569,00","19,80","47,50","12,30","6,30","98,00","6,30","0,00","420,00","5,60","2,00","725,00","1,70","49,00","1,90","0,14","8,00","0,60","227,00","0,00","0,00","2,50","0,00","15,00","0,00","37,80","2,70","6,60","10,70","28,20","0,00"
Pipas de calabaza sin cascara tostadas sin sal,"635,00","29,90","49,10","14,70","6,50","52,00","8,10","0,00","550,00","7,60","18,00","788,00","0,00","9,40","0,07","0,15","4,40","0,10","57,00","0,00","1,80","0,83","0,00","5,00","0,00","13,70","0,00","8,50","15,70","19,90","0,00"
Pistacho,"603,00","17,70","51,60","11,60","10,60","136,00","7,20","0,00","122,00","1,40","290,00","1.020,00","0,46","6,40","0,69","0,20","4,80","1,70","58,00","0,00","7,00","25,00","0,00","150,00","0,00","5,20","13,20","6,10","34,50","7,60","0,00"
Pistacho tostado salado,"613,00","18,00","52,70","12,50","8,50","135,00","7,00","0,00","158,00","1,20","650,00","1.050,00","1,30","8,00","0,59","0,20","5,30","0,26","50,00","0,00","0,00","13,00","0,00","0,00","0,00","5,20","13,20","6,70","35,70","8,10","0,00"
Semilla de lino,"514,00","18,30","42,20","1,60","27,30","255,00","5,70","0,00","392,00","4,30","30,00","813,00","1,20","25,40","1,60","0,16","3,10","0,47","87,00","0,00","0,60","0,00","0,00","0,00","0,00","2,30","4,30","3,70","7,50","28,70","0,00"
